report_date,cookie_id,customer_id,ga_session_id,event_timestamp,event_name,event_value
2023-12-06,1804857541.1679668182,2334,1701893158,2023/12/06/12/25/27,Event - Product View,MCT Oil Powder 70% (Coconut Oil) by Undersun Biomedtech ||| 106683-SXUNDERSUN-11619
2023-12-06,1804857541.1679668182,2334,1701893158,2023/12/06/12/26/59,Event - Product View,DiSodium Phosphate Anhydrous FCC by Innophos ||| 77630-INNOPHOSLLC-99999
2023-12-06,1804857541.1679668182,2334,1701893158,2023/12/06/12/27/46,Event - Product View,"L-Citrulline by Xintai Jiahe Biotech Co., Ltd ||| 17070-XTJIAHE-99999"
2023-12-06,1804857541.1679668182,2334,1701893158,2023/12/06/12/28/10,Event - Product View,L-Citrulline by JingJing Pharmaceutical ||| 17070-JINGJING-99999
2023-12-06,1834639525.1678989078,16813,1701880325,2023/12/06/08/32/52,Event - Product View,Vitamin K2 MK-7 1.3% Oil with MCT Oil (Natural) by Inner Mongolia Kingdomway Pharmaceutical Limited 
2023-12-06,184129812.1621550588,18756,1701885556,2023/12/06/10/04/11,Event - Product View,Momordica Charantia Extract 10:1 by Novel Nutrientss ||| 109279-NOVEL-12874
2023-12-06,185915010.1701365435,13510,1701880162,2023/12/06/08/29/49,Event - Product View,"Hydroxypropyl Cellulose 22, Low-Substituted (L-HPC/LHPC)     by Sunhere ||| 108110-SUNHERE-11648"
2023-12-06,185915010.1701365435,13510,1701880162,2023/12/06/08/36/40,Event - Product View,Organic Acerola Powder (Freeze Dried) by RDV Products ||| 81108-RDV-99999
2023-12-06,185915010.1701365435,13510,1701885142,2023/12/06/09/53/46,Event - Product View,HydroxyPropyl Methyl Cellulose (HPMC) SH-E50 by Sunhere ||| 33784-SUNHERE-11648
2023-12-06,185915010.1701365435,13510,1701885142,2023/12/06/10/35/34,Event - Product View,Acerola Cherry Extract 17% Vitamin C by Skyherb ||| 109390-SKYHERB-12568
2023-12-06,1869472055.1701892206,13012,1701892206,2023/12/06/11/50/47,Event - Product View,Grape Seed Extract 95% OPC USP by BannerBio ||| 10093-BANNERBIO-11353
